date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:07:04	344872/344872	---M--	200	added ('OK')	image/png	etag:%221013cc-54328-4fc18ebe7b48b%22	http://www.alti-flore.com/images/professionnel/142829/imgindex_03.png	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/imgindex_03.png	(from http://www.alti-flore.com/)
12:07:04	481898/481898	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Nov%202017%2011:06:15%20GMT	https://plus.google.com/112893069581964458484	/home/stephane/websites/altiflore/plus.google.com/112893069581964458484.html	(from http://www.alti-flore.com/)
12:07:05	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Nov%202017%2011:07:05%20GMT	http://lh3.googleusercontent.com/	/home/stephane/websites/altiflore/lh3.googleusercontent.com/index.html	(from https://plus.google.com/112893069581964458484)
12:07:05	32038/32038	---M-Z	200	added ('OK')	image/x-icon	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	https://ssl.gstatic.com/images/branding/product/ico/google_plus_alldp.ico	/home/stephane/websites/altiflore/ssl.gstatic.com/images/branding/product/ico/google_plus_alldp.ico	(from https://plus.google.com/112893069581964458484)
12:07:05	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Nov%202017%2011:07:05%20GMT	http://ssl.gstatic.com/	/home/stephane/websites/altiflore/ssl.gstatic.com/index.html	(from https://plus.google.com/112893069581964458484)
12:07:05	14221/14221	---MC-	200	added ('OK')	application/javascript	date:Tue,%2014%20Nov%202017%2011:07:05%20GMT	https://apis.google.com/js/api.js	/home/stephane/websites/altiflore/apis.google.com/js/api.js	(from https://plus.google.com/112893069581964458484)
12:07:06	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Nov%202017%2011:07:05%20GMT	http://www.gstatic.com/	/home/stephane/websites/altiflore/www.gstatic.com/index.html	(from https://plus.google.com/112893069581964458484)
12:07:06	640/640	---M--	200	added ('OK')	application/manifest+json	date:Mon,%2013%20Nov%202017%2020:41:19%20GMT	https://plus.google.com/_/PlusAppUi/manifest.json	/home/stephane/websites/altiflore/plus.google.com/_/PlusAppUi/manifest.json	(from https://plus.google.com/112893069581964458484)
12:07:06	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Nov%202017%2011:07:06%20GMT	http://plus.url.google.com/	/home/stephane/websites/altiflore/plus.url.google.com/index.html	(from https://plus.google.com/112893069581964458484)
12:07:07	224/224	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202017%2011:07:07%20GMT	http://cdn.ampproject.org/	/home/stephane/websites/altiflore/cdn.ampproject.org/index.html	(from https://plus.google.com/112893069581964458484)
12:07:07	15330/15330	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	http://ssl.gstatic.com/images/branding/product/1x/google_plus_192dp.png	/home/stephane/websites/altiflore/ssl.gstatic.com/images/branding/product/1x/google_plus_192dp.png	(from https://plus.google.com/112893069581964458484)
12:07:07	8592/8592	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	http://ssl.gstatic.com/images/branding/google_plus/2x/gplus_icon_flush_76dp.png	/home/stephane/websites/altiflore/ssl.gstatic.com/images/branding/google_plus/2x/gplus_icon_flush_76dp.png	(from https://plus.google.com/112893069581964458484)
12:07:07	6241/6241	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	http://ssl.gstatic.com/images/branding/google_plus/2x/gplus_icon_flush_60dp.png	/home/stephane/websites/altiflore/ssl.gstatic.com/images/branding/google_plus/2x/gplus_icon_flush_60dp.png	(from https://plus.google.com/112893069581964458484)
12:07:07	3537/3537	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	http://ssl.gstatic.com/images/branding/google_plus/1x/gplus_icon_flush_76dp.png	/home/stephane/websites/altiflore/ssl.gstatic.com/images/branding/google_plus/1x/gplus_icon_flush_76dp.png	(from https://plus.google.com/112893069581964458484)
12:07:08	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Nov%202017%2011:07:07%20GMT	https://plus.google.com/?lfhs=2	/home/stephane/websites/altiflore/plus.google.com/index012f.html	(from https://plus.google.com/112893069581964458484)
12:07:08	1619/1619	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Nov%202017%2011:07:08%20GMT	https://plus.google.com/android-app://com.google.android.apps.plus/https/plus.google.com/+AltiFloreChabottes	/home/stephane/websites/altiflore/plus.google.com/android-app_/com.google.android.apps.plus/https/plus.google.com/+AltiFloreChabottes.2c.delayed	(from https://plus.google.com/112893069581964458484)
12:07:09	1619/1619	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Nov%202017%2011:07:09%20GMT	https://plus.google.com/ios-app://447119634/gplus/plus.google.com/+AltiFloreChabottes	/home/stephane/websites/altiflore/plus.google.com/ios-app_/447119634/gplus/plus.google.com/+AltiFloreChabottes.2d.delayed	(from https://plus.google.com/112893069581964458484)
12:07:10	481935/481935	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Nov%202017%2011:07:08%20GMT	https://plus.google.com/+AltiFloreChabottes	/home/stephane/websites/altiflore/plus.google.com/+AltiFloreChabottes.html	(from https://plus.google.com/112893069581964458484)
12:07:11	22837/22837	---M--	200	added ('OK')	image/jpeg	etag:%22v35%22	https://lh3.googleusercontent.com/-5l_K_-L-nfM/U11U5bWVvsI/AAAAAAAAADU/edVmD8nV5iE-JpN5VnCvHwCl6kRvi-6rACJkCGAYYCw/w256-h86-n-no/DSCF0474.JPG	/home/stephane/websites/altiflore/lh3.googleusercontent.com/-5l_K_-L-nfM/U11U5bWVvsI/AAAAAAAAADU/edVmD8nV5iE-JpN5VnCvHwCl6kRvi-6rACJkCGAYYCw/w256-h86-n-no/DSCF0474.JPG	(from https://plus.google.com/112893069581964458484)
12:07:13	3589/3589	---M--	200	added ('OK')	image/gif	etag:%22ve%22	https://lh3.googleusercontent.com/-pCnSOtiSdKw/AAAAAAAAAAI/AAAAAAAAAA4/Hslwgw4Kymk/s60-p-no/photo.jpg	/home/stephane/websites/altiflore/lh3.googleusercontent.com/-pCnSOtiSdKw/AAAAAAAAAAI/AAAAAAAAAA4/Hslwgw4Kymk/s60-p-no/photo.gif	(from https://plus.google.com/112893069581964458484)
12:07:18	80494/80494	---M--	200	added ('OK')	image/jpeg	etag:%22101507-13a6e-4aac3416f4b00%22	http://www.alti-flore.com/images/professionnel/142829/jf.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/jf.jpg	(from http://www.alti-flore.com/article-historique-et-valeurs.142829.6955.html)
12:07:24	78638/78638	---M--	200	added ('OK')	image/jpeg	etag:%221014e1-1332e-4aac3430b47c0%22	http://www.alti-flore.com/images/professionnel/142829/S0629.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/S0629.jpg	(from http://www.alti-flore.com/article-historique-et-valeurs.142829.6955.html)
12:07:26	70377/70377	---M--	200	added ('OK')	image/jpeg	etag:%22101515-112e9-4accf8c20a500%22	http://www.alti-flore.com/images/professionnel/142829/video1.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/video1.jpg	(from http://www.alti-flore.com/article-historique-et-valeurs.142829.6955.html)
12:07:35	120073/120073	---M--	200	added ('OK')	image/jpeg	etag:%221014e7-1d509-4aac3aa4780c0%22	http://www.alti-flore.com/images/professionnel/142829/atelier.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/atelier.jpg	(from http://www.alti-flore.com/article-savoir-faire-et-qualite.142829.6780.html)
12:07:39	81380/81380	---M--	200	added ('OK')	image/jpeg	etag:%2210150a-13de4-4aac3b4974600%22	http://www.alti-flore.com/images/professionnel/142829/machine.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/machine.jpg	(from http://www.alti-flore.com/article-innovation-et-recherches.142829.6781.html)
12:07:43	53489/53489	---M--	200	added ('OK')	image/jpeg	etag:%22101516-d0f1-4accf97c01bc0%22	http://www.alti-flore.com/images/professionnel/142829/video2.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/video2.jpg	(from http://www.alti-flore.com/article-innovation-et-recherches.142829.6781.html)
12:07:44	160041/160041	---M--	200	added ('OK')	image/jpeg	etag:%22101518-27129-4b6e304f77400%22	http://www.alti-flore.com/images/professionnel/142829/vignette.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/vignette.jpg	(from http://www.alti-flore.com/article-savoir-faire-et-qualite.142829.6780.html)
12:07:44	32004/32004	---M--	200	added ('OK')	image/jpeg	etag:%221014f1-7d04-4aac3bcb27800%22	http://www.alti-flore.com/images/professionnel/142829/bio4.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/bio4.jpg	(from http://www.alti-flore.com/article-nos-engagements.142829.6782.html)
12:07:46	136612/136612	---M--	200	added ('OK')	image/jpeg	etag:%221014ec-215a4-4aac3b44afac0%22	http://www.alti-flore.com/images/professionnel/142829/baie.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/baie.jpg	(from http://www.alti-flore.com/article-innovation-et-recherches.142829.6781.html)
12:07:54	62759/62759	---M--	200	added ('OK')	image/jpeg	etag:%221014f0-f527-4aac333e78c40%22	http://www.alti-flore.com/images/professionnel/142829/bio3.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/bio3.jpg	(from http://www.alti-flore.com/article-nos-labels.142829.6783.html)
12:07:55	54188/54188	---M--	200	added ('OK')	image/jpeg	etag:%22101508-d3ac-4aac37ceb9080%22	http://www.alti-flore.com/images/professionnel/142829/jus.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/jus.jpg	(from http://www.alti-flore.com/article-benefices-pour-la-sante.142829.6789.html)
12:07:56	71035/71035	---M--	200	added ('OK')	image/jpeg	etag:%2210150d-1157b-4aac3d747e380%22	http://www.alti-flore.com/images/professionnel/142829/pegase.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/pegase.jpg	(from http://www.alti-flore.com/article-historique.142829.6788.html)
12:08:01	42089/42089	---M--	200	added ('OK')	image/jpeg	etag:%22101517-a469-4acd06f84ecc0%22	http://www.alti-flore.com/images/professionnel/142829/video3.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/video3.jpg	(from http://www.alti-flore.com/article-sa-culture.142829.6791.html)
12:08:02	34210/34210	---M--	200	added ('OK')	application/pdf	etag:%221014cf-85a2-4abdc241edd80%22	http://www.alti-flore.com/images/professionnel/142829/Chutneydetomatesvertesalargousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Chutneydetomatesvertesalargousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:07	32992/32992	---M--	200	added ('OK')	application/pdf	etag:%221014d5-80e0-4abdc2793e000%22	http://www.alti-flore.com/images/professionnel/142829/Confituredefraisesetargousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Confituredefraisesetargousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:07	32517/32517	---M--	200	added ('OK')	application/pdf	etag:%221014d6-7f05-4abdc431d6f80%22	http://www.alti-flore.com/images/professionnel/142829/Cremededattesetdargousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Cremededattesetdargousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:13	30599/30599	---M--	200	added ('OK')	application/pdf	etag:%221014d9-7787-4abdc28974640%22	http://www.alti-flore.com/images/professionnel/142829/GeleedArgousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/GeleedArgousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:13	184521/184521	---M--	200	added ('OK')	image/jpeg	etag:%22101510-2d0c9-4aac3bcfec340%22	http://www.alti-flore.com/images/professionnel/142829/plantation.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/plantation.jpg	(from http://www.alti-flore.com/article-nos-engagements.142829.6782.html)
12:08:13	109825/109825	---M--	200	added ('OK')	image/jpeg	etag:%2210150b-1ad01-4aac3ecadcb40%22	http://www.alti-flore.com/images/professionnel/142829/magret-canard.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/magret-canard.jpg	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:13	37362/37362	---M--	200	added ('OK')	application/pdf	etag:%221014d8-91f2-4abdc282c7680%22	http://www.alti-flore.com/images/professionnel/142829/Fromageblancavecdelaconfituredargousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Fromageblancavecdelaconfituredargousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:17	37766/37766	---M--	200	added ('OK')	application/pdf	etag:%221014dc-9386-4abdc2a334300%22	http://www.alti-flore.com/images/professionnel/142829/Magretdecanardsaucealerableetargousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Magretdecanardsaucealerableetargousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:18	34508/34508	---M--	200	added ('OK')	application/pdf	etag:%221014dd-86cc-4abdc2aad5500%22	http://www.alti-flore.com/images/professionnel/142829/Muffinsaumielargousieeetcannebergessechees.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Muffinsaumielargousieeetcannebergessechees.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:22	49247/49247	---M--	200	added ('OK')	application/pdf	etag:%221014e0-c05f-4abdc2c67d640%22	http://www.alti-flore.com/images/professionnel/142829/Rizaulaitalachicoreespeculoosetargousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Rizaulaitalachicoreespeculoosetargousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:22	30735/30735	---M--	200	added ('OK')	application/pdf	etag:%221014e2-780f-4abdc2d006cc0%22	http://www.alti-flore.com/images/professionnel/142829/Saucepiquantealargousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Saucepiquantealargousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:23	63038/63038	---M--	200	added ('OK')	application/pdf	etag:%221014df-f63e-4abdc2bcf3fc0%22	http://www.alti-flore.com/images/professionnel/142829/Poudingauxpommesetargousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Poudingauxpommesetargousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:23	32244/32244	---M--	200	added ('OK')	application/pdf	etag:%221014e4-7df4-4abdc2de54e80%22	http://www.alti-flore.com/images/professionnel/142829/Sorbetalargousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Sorbetalargousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:26	18800/18800	---M--	200	added ('OK')	application/pdf	etag:%221014d0-4970-4abdc2489ad40%22	http://www.alti-flore.com/images/professionnel/142829/CocktailBoosteraBlender.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/CocktailBoosteraBlender.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:27	32346/32346	---M--	200	added ('OK')	application/pdf	etag:%221014e5-7e5a-4abdc2e5f6080%22	http://www.alti-flore.com/images/professionnel/142829/Vinaigrettealargousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Vinaigrettealargousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:28	30272/30272	---M--	200	added ('OK')	application/pdf	etag:%221014d3-7640-4abdc270a8bc0%22	http://www.alti-flore.com/images/professionnel/142829/CocktailVodkaOrangeArgousieretGrenadine.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/CocktailVodkaOrangeArgousieretGrenadine.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:29	17138/17138	---M--	200	added ('OK')	application/pdf	etag:%221014d2-42f2-4abdc25d95ec0%22	http://www.alti-flore.com/images/professionnel/142829/CocktailPommeCarotteArgousiers.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/CocktailPommeCarotteArgousiers.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:32	30761/30761	---M--	200	added ('OK')	application/pdf	etag:%221014d1-7829-4abdc252243c0%22	http://www.alti-flore.com/images/professionnel/142829/CocktailOrangePamplemousseArgousieretGrenadine.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/CocktailOrangePamplemousseArgousieretGrenadine.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:34	30620/30620	---M--	200	added ('OK')	application/pdf	etag:%221014d4-779c-4abdc2671f540%22	http://www.alti-flore.com/images/professionnel/142829/Cocktailtoniquealargousieretgrainesgermees.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Cocktailtoniquealargousieretgrainesgermees.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:35	36389/36389	---M--	200	added ('OK')	application/pdf	etag:%221014db-8e25-4abdc29a9eec0%22	http://www.alti-flore.com/images/professionnel/142829/Laitdargousieralorange.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Laitdargousieralorange.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:36	11825/11825	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Nov%202017%2011:08:35%20GMT	http://www.alti-flore.com/article-produits-glace.142829.7483.html	/home/stephane/websites/altiflore/www.alti-flore.com/article-produits-glace.142829.7483.html	(from http://www.alti-flore.com/article-glaces-artisanales.142829.6959.html)
12:08:37	6386/6386	---M--	200	added ('OK')	image/jpeg	etag:%22160571-18f2-4ae9cd108f900%22	http://www.alti-flore.com/images/professionnel/142829/produits/boton-produit.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/produits/boton-produit.jpg	(from http://www.alti-flore.com/article-glaces-artisanales.142829.6959.html)
12:08:38	39372/39372	---M--	200	added ('OK')	application/pdf	etag:%221014da-99cc-4abdc292fdcc0%22	http://www.alti-flore.com/images/professionnel/142829/Laitdargousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/Laitdargousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:39	30757/30757	---M--	200	added ('OK')	application/pdf	etag:%221014e3-7825-4abdc2d7a7ec0%22	http://www.alti-flore.com/images/professionnel/142829/SiropdArgousier.pdf	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/SiropdArgousier.pdf	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:39	102839/102839	---M--	200	added ('OK')	image/jpeg	etag:%221014f5-191b7-4aac3ec523dc0%22	http://www.alti-flore.com/images/professionnel/142829/cocktail.jpg	/home/stephane/websites/altiflore/www.alti-flore.com/images/professionnel/142829/cocktail.jpg	(from http://www.alti-flore.com/article-recettes.142829.6792.html)
12:08:39	430/430	---M--	200	added ('OK')	image/png	etag:%227a08e6-1ae-520c9a9ff4950%22	http://www.alti-flore.com/images/ajouter_favoris.png	/home/stephane/websites/altiflore/www.alti-flore.com/images/ajouter_favoris.png	(from http://www.alti-flore.com/avis-des-clients-sur-alti-flore.142829.html)
12:08:39	712/712	---M--	200	added ('OK')	image/png	etag:%227a0a1e-2c8-5106393bf195f%22	http://www.alti-flore.com/images/noteoff.png	/home/stephane/websites/altiflore/www.alti-flore.com/images/noteoff.png	(from http://www.alti-flore.com/avis-des-clients-sur-alti-flore.142829.html)
12:08:40	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202017%2011:08:40%20GMT	http://www.robothumb.com/src/http://www.hotel-muret.com@320x240.jpg	/home/stephane/websites/altiflore/www.robothumb.com/src/http_/www.hotel-muret.com@320x240.5a.delayed	(from http://www.alti-flore.com/partenaire-de-www-alti-flore-com.142829.html)
12:08:40	185/185	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Nov%202017%2011:08:40%20GMT	http://www.robothumb.com/thumbnails/320x240/h/hotel-muret.com.png	/home/stephane/websites/altiflore/www.robothumb.com/thumbnails/320x240/h/hotel-muret.com.png	(from http://www.alti-flore.com/partenaire-de-www-alti-flore-com.142829.html)
12:08:41	9983/9983	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Nov%202017%2011:08:41%20GMT	http://www.alti-flore.com/article-videos.142829.6952.html	/home/stephane/websites/altiflore/www.alti-flore.com/article-videos.142829.6952.html	(from http://www.alti-flore.com/plan-site-de-www-alti-flore-com.142829.html)
